Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM55,OUT017,2631.8741099999997
FDL09,OUT018,2138.51631
FDA11,OUT019,223.14287000000004
FDA50,OUT045,1332.23251
FDC23,OUT017,2922.9285800000002
FDE22,OUT049,3181.4254300000002
FDD23,OUT046,3189.9143799999997
NCA29,OUT049,3237.18618
FDK38,OUT046,2301.7704700000004
DRC13,OUT046,1757.14607
NCP43,OUT049,2719.02733
FDX28,OUT049,1536.46666
FDF08,OUT049,2140.04765
FDZ33,OUT046,2283.1613600000005
FDD10,OUT049,2305.63211
FDO58,OUT017,2868.9321999999997
FDI50,OUT017,3142.4428400000006
FDO58,OUT045,2731.21147
FDX08,OUT013,2972.4308099999994
NCK17,OUT010,330.53641000000005
FDF39,OUT035,2683.57348
FDU45,OUT010,321.94759
NCJ18,OUT018,1802.4537599999996
DRC27,OUT019,339.79103
DRC25,OUT035,2283.09478
FDU59,OUT035,3229.3963200000003
FDU28,OUT035,2612.7989399999997
NCP30,OUT046,1399.8445000000002
FDB39,OUT018,1916.9047799999996
FDE41,OUT013,2103.3953599999995
DRH11,OUT010,203.33532
FDA58,OUT045,4165.71086
FDU50,OUT046,2026.26243
FDM34,OUT013,2336.6916800000004
FDM44,OUT027,3050.6956
FDR39,OUT045,2143.876
FDM25,OUT045,2994.3356300000005
FDQ49,OUT049,2096.83723
DRH25,OUT018,2098.90121
FDM09,OUT027,4431.2984799999995
FDL44,OUT019,341.78843
NCR42,OUT018,1675.4524099999999
DRL59,OUT046,1579.87682
FDX43,OUT013,2731.0450199999996
DRK47,OUT010,338.95878000000005
FDU48,OUT018,1582.97279
FDY12,OUT045,1167.28056
NCN43,OUT018,1517.1251699999998
NCM55,OUT018,2417.3200599999996
FDQ21,OUT027,2924.9592700000003
FDX13,OUT035,2657.3409600000005
NCK30,OUT027,5654.839139999999
FDG20,OUT049,2976.19258
DRG27,OUT017,1129.7627300000001
FDY14,OUT018,2556.57213
FDP59,OUT035,2147.7376400000003
FDU60,OUT017,2833.8445399999996
NCC18,OUT019,374.11301999999995
DRJ39,OUT017,3411.6923599999996
FDS07,OUT049,1978.25825
FDM08,OUT027,5287.550569999999
FDP51,OUT045,1995.2694399999996
FDU16,OUT035,1913.87539
FDH12,OUT013,1755.28183
DRE48,OUT010,371.54969000000006
NCL42,OUT027,5783.6048599999995
FDR21,OUT045,3166.8777
NCW29,OUT035,2376.0404600000006
FDO11,OUT013,3269.81038
NCM31,OUT049,2288.8539499999997
FDV35,OUT019,332.66697000000005
FDF58,OUT017,1266.15186
NCE43,OUT049,2893.43364
FDA02,OUT035,2516.5242599999992
DRL37,OUT010,222.64352
FDR24,OUT018,2256.56265
FDW59,OUT049,1703.5158799999997
FDS22,OUT049,1650.71794
FDW24,OUT017,1339.7227599999999
FDU24,OUT035,1723.4565900000002
FDA21,OUT027,4146.90201
FDH58,OUT027,2861.44195
FDW36,OUT018,1525.04819
FDI45,OUT027,5186.04936
FDU01,OUT018,2061.58312
FDF35,OUT027,3431.83281
FDU43,OUT019,338.29298
FDE24,OUT019,232.19775000000004
FDK50,OUT049,1881.7505399999998
FDG31,OUT045,1561.6671900000001
FDC60,OUT045,1857.4821299999999
FDL36,OUT013,1817.5008400000002
FDP21,OUT013,2650.4499299999998
FDW16,OUT045,1577.91271
FDX02,OUT017,3158.68836
FDQ58,OUT027,4021.06581
FDT51,OUT046,2368.4503400000003
FDD59,OUT049,1873.82752
NCM42,OUT018,2117.8432199999997
FDA57,OUT018,1634.73874
FDZ48,OUT035,1692.7299199999998
FDE46,OUT045,2565.89333
NCZ30,OUT019,313.52522
FDB56,OUT017,3300.5037599999996
FDA25,OUT027,3007.0524100000002
FDD20,OUT013,2286.85655
FDL25,OUT013,1490.65962
NCO18,OUT049,3142.7424499999997
FDJ45,OUT017,1577.5465200000003
FDR12,OUT035,2593.1578400000003
NCF19,OUT010,211.0586
FDK25,OUT046,2825.62191
NCR17,OUT046,2108.48873
FDC52,OUT046,2373.4105499999996
NCA54,OUT017,3176.0657400000005
FDR45,OUT010,474.78198000000003
NCM19,OUT049,2232.46069
FDF39,OUT027,4037.6442300000003
FDX23,OUT049,1973.1981699999997
FDD58,OUT027,2836.57432
FDX28,OUT013,1773.29172
NCD31,OUT013,2508.3016299999995
FDU57,OUT018,2126.8981
FDI27,OUT046,1826.6223000000002
NCM42,OUT046,1892.9359800000002
FDD32,OUT027,2761.30563
FDI34,OUT013,3097.2350199999996
NCM29,OUT049,1971.73341
FDG46,OUT018,1797.0940699999999
DRC01,OUT010,290.38867
FDB15,OUT027,4892.8643299999985
NCA17,OUT027,3944.4988099999996
FDF10,OUT046,2408.7312400000005
FDR26,OUT027,4775.284049999999
FDI02,OUT049,2289.55304
NCM54,OUT010,319.35096999999996
FDF14,OUT013,2400.30887
FDJ33,OUT010,306.26800000000003
FDM20,OUT035,2963.00974
FDC03,OUT027,4037.6442300000003
NCX05,OUT046,1802.5869200000002
NCM41,OUT027,2706.6434500000005
NCU29,OUT010,334.5645
FDQ59,OUT017,2193.37823
FDH46,OUT010,301.37437000000006
FDH09,OUT013,875.69345
NCD06,OUT045,1073.43605
FDC15,OUT035,2695.3581399999994
DRD37,OUT027,2536.0322
FDT28,OUT027,3188.8823899999998
FDR28,OUT027,4097.26662
FDT38,OUT017,1444.8858700000003
FDV34,OUT027,2649.8174200000003
FDY52,OUT035,2047.96751
FDB34,OUT013,1692.6633400000003
DRL23,OUT018,2131.6585699999996
DRB24,OUT046,2127.8968
FDJ50,OUT046,2217.61335
FDQ49,OUT035,3195.0410400000005
FDP20,OUT035,2515.7253
FDV19,OUT027,4224.40113
NCR54,OUT045,3592.6235100000004
FDO09,OUT010,396.68364
FDS57,OUT018,2378.20431
FDN10,OUT049,2407.5660900000003
FDV23,OUT049,2232.69372
FDY28,OUT049,2520.5856400000002
DRG51,OUT013,3051.0285
FDD45,OUT019,298.44485000000003
NCL18,OUT027,4713.897290000001
NCM29,OUT013,1433.16779
FDF17,OUT027,4731.44112
FDE22,OUT017,2963.64225
FDQ22,OUT017,1362.26009
FDS01,OUT013,2457.76741
FDW35,OUT027,2192.51269
FDJ33,OUT046,2115.81253
NCF54,OUT035,3125.8311299999996
FDE09,OUT013,1889.5404000000003
NCE06,OUT045,2297.0432900000005
DRH49,OUT049,2071.93631
FDY43,OUT045,2620.5888
NCT05,OUT017,3609.568119999999
FDZ34,OUT045,2839.6702900000005
FDL38,OUT017,1379.5043099999998
FDZ31,OUT017,3489.72412
FDR14,OUT035,1721.9252499999998
NCN54,OUT049,2013.3791999999999
NCC42,OUT027,3749.3528300000007
FDK08,OUT017,1945.1679900000004
FDP59,OUT013,1828.1869299999998
FDV22,OUT035,2619.6566800000005
FDD33,OUT035,3084.3850800000005
DRE60,OUT027,3357.1300500000007
FDK52,OUT046,2508.90085
FDA02,OUT017,2535.5328500000005
FDM56,OUT049,2048.43357
FDE57,OUT035,2092.1766300000004
FDM32,OUT045,1757.91174
NCQ30,OUT027,3034.78298
FDQ27,OUT027,3789.96663
FDT60,OUT027,2808.1779500000002
FDU43,OUT049,3160.3861500000003
NCO55,OUT035,2132.4242400000003
FDG02,OUT045,2798.65701
FDJ28,OUT013,3209.35574
FDP40,OUT045,1849.42595
FDJ38,OUT045,3106.22332
NCC54,OUT017,2942.9025800000004
NCZ41,OUT046,1773.1585599999999
FDK38,OUT019,514.5302399999999
FDU52,OUT013,2599.1500399999995
FDC40,OUT046,1844.46574
NCR30,OUT017,1250.10608
NCN18,OUT017,1577.08046
FDB50,OUT035,1401.8751900000002
FDG04,OUT013,2998.7964899999997
FDR26,OUT035,2531.7045
NCT17,OUT018,2072.23592
FDX35,OUT027,4367.2818099999995
FDS12,OUT046,2051.06348
NCZ29,OUT027,3427.5384000000004
FDB38,OUT010,292.18633
FDP12,OUT013,1712.50418
FDP22,OUT046,1637.76813
FDS26,OUT018,2507.43609
FDR52,OUT046,2535.99891
DRJ13,OUT046,2368.41705
FDU48,OUT027,2808.1779500000002
FDE29,OUT035,1521.58603
NCT29,OUT049,2082.6556900000005
DRK37,OUT018,2412.3931399999997
FDK55,OUT046,1838.9728899999998
FDR07,OUT046,1563.16524
FDO21,OUT027,4630.838740000001
FDK46,OUT049,3468.85129
FDB12,OUT045,1455.07261
FDT31,OUT027,4762.43411
FDJ33,OUT045,1857.9481900000003
FDC26,OUT027,3083.48625
NCQ02,OUT045,3422.44503
FDP08,OUT010,282.03288000000003
FDB11,OUT027,4528.638440000001
FDV55,OUT013,2270.8107700000005
FDW20,OUT049,2108.6218900000003
NCJ18,OUT019,340.35695999999996
FDC41,OUT018,1412.0952200000002
FDE14,OUT027,2970.03393
FDG35,OUT013,2826.35429
FDF45,OUT035,2069.6393000000003
FDS19,OUT027,2642.19401
FDS58,OUT019,312.5931
FDA26,OUT017,3818.4628699999994
FDM32,OUT049,2054.9917
FDL45,OUT046,2162.88459
FDZ55,OUT049,1943.1040100000002
FDY37,OUT049,2289.5530400000002
FDO46,OUT046,2534.10138
FDQ60,OUT046,2577.84444
FDA19,OUT018,1867.03636
FDL15,OUT046,2192.17979
FDM10,OUT018,2441.5551800000003
NCL05,OUT017,1260.7588799999999
DRK49,OUT010,210.99202
NCE18,OUT027,5834.571849999999
FDG40,OUT049,1091.0797499999999
DRI59,OUT045,2951.99075
FDK28,OUT035,3057.81966
NCD06,OUT019,254.86824000000001
FDO11,OUT019,557.80724
FDK27,OUT046,2204.4970900000003
FDT43,OUT027,2105.2596000000003
FDD38,OUT018,1776.7538800000002
FDA16,OUT049,2380.7343499999997
FDL14,OUT027,3579.6071199999997
NCM17,OUT049,1801.5216400000002
FDD20,OUT045,2483.7003199999995
FDA40,OUT045,1690.56607
FDL43,OUT045,1607.9735800000003
FDV15,OUT045,2112.7165600000003
FDE52,OUT046,1925.6933400000003
NCL17,OUT010,334.5645
NCJ31,OUT045,2686.6028699999997
FDR60,OUT045,1267.3503
NCA18,OUT035,2220.8091899999995
FDS21,OUT027,2649.8174199999994
FDW09,OUT035,1829.78485
FDL26,OUT035,2584.4025699999997
FDS47,OUT018,1906.8179100000002
FDC39,OUT046,2427.2404800000004
FDT51,OUT035,2543.38929
FDK40,OUT035,2407.99886
NCG19,OUT045,3323.3406999999997
FDZ07,OUT046,2035.4504699999998
FDF08,OUT027,2618.65798
FDO04,OUT013,1756.01421
FDK41,OUT018,1427.54178
FDP15,OUT049,3143.6079900000004
NCD43,OUT018,2067.24242
NCP18,OUT013,2274.3395100000002
FDZ51,OUT046,2309.1941400000005
DRH13,OUT035,2283.09478
FDF38,OUT045,1240.2522399999998
NCI43,OUT045,1090.21421
FDM38,OUT027,2492.4555899999996
FDS03,OUT013,1805.91592
DRJ47,OUT017,2365.18792
FDT50,OUT010,275.5413300000001
FDV02,OUT046,2372.74475
NCG18,OUT017,2150.56729
FDW52,OUT046,2390.7213500000003
FDS40,OUT035,1498.44948
FDN31,OUT017,2705.34514
FDA37,OUT045,2394.7161499999997
FDA15,OUT046,2547.2176400000003
FDL39,OUT046,2117.3771599999995
FDJ53,OUT045,1870.6649699999998
FDX22,OUT013,2869.96419
NCZ42,OUT045,2234.5579599999996
FDD56,OUT027,4715.26218
FDD40,OUT017,3739.1660899999997
FDS50,OUT013,3063.14606
NCN14,OUT013,2731.04502
FDT15,OUT013,2446.1492000000003
NCS18,OUT027,2926.0245500000005
NCO26,OUT010,252.13845999999995
FDF58,OUT018,1609.4383400000002
NCB19,OUT013,1870.13233
FDH26,OUT017,2428.2391799999996
DRB24,OUT027,3357.59611
FDA49,OUT018,1847.06236
FDB32,OUT045,1757.91174
FDI36,OUT017,3000.29454
NCA17,OUT010,340.22380000000004
FDH22,OUT013,2542.42388
NCM26,OUT018,1660.0724300000002
FDT15,OUT027,4022.4639899999993
FDB16,OUT018,2036.6822
NCP54,OUT027,3034.78298
FDJ36,OUT013,1748.7569899999999
FDO28,OUT045,1744.09639
FDU09,OUT013,1878.4881200000004
FDF29,OUT017,2090.44555
FDY08,OUT013,2390.02226
DRJ59,OUT018,1848.82673
FDT23,OUT027,2691.42992
FDU15,OUT018,2012.6135300000005
FDT47,OUT013,1793.39888
FDI53,OUT019,301.0747600000001
FDR59,OUT018,2421.9140799999996
FDD53,OUT035,1584.6039999999998
FDY51,OUT017,2641.6280800000004
FDT04,OUT049,1246.81037
FDU51,OUT049,2373.37726
FDG14,OUT035,2382.9647799999993
NCU06,OUT045,3401.0728500000005
DRG25,OUT046,2372.14553
DRH49,OUT035,2142.34466
FDN15,OUT035,2345.08076
FDL43,OUT018,1808.3793799999999
NCT18,OUT049,3028.75749
NCB31,OUT013,3587.0307899999993
FDK57,OUT035,2638.4655300000004
FDY04,OUT019,320.8823100000001
NCP54,OUT046,2154.1959
FDF41,OUT013,3347.5092400000003
FDM01,OUT045,2466.3562300000003
FDW03,OUT045,2062.01589
FDF28,OUT045,2164.6489599999995
FDY37,OUT017,2365.65398
FDQ03,OUT017,3170.7726300000004
FDP51,OUT027,3789.96663
FDJ40,OUT017,1945.8005
FDC32,OUT049,2015.9758199999997
DRI49,OUT027,2096.00498
NCW54,OUT017,1075.30029
FDF09,OUT017,942.0404199999999
FDP45,OUT018,2854.41776
DRJ23,OUT018,2545.6863000000003
FDS59,OUT017,2378.47063
FDY08,OUT046,2390.98767
FDX16,OUT049,2395.01576
FDY16,OUT018,1859.5128200000004
FDK32,OUT035,2451.0761200000006
FDQ22,OUT013,1410.19769
NCC31,OUT018,2341.05267
FDG58,OUT049,2401.17441
DRF48,OUT013,2939.04094
DRH36,OUT049,2071.93631
NCR30,OUT035,2405.2690800000005
FDB03,OUT019,400.07922
FDZ28,OUT027,3226.3003500000004
FDR35,OUT017,2470.98354
DRD15,OUT027,5874.05379
FDJ33,OUT019,252.27161999999998
FDA56,OUT010,269.71558
FDP56,OUT046,1854.21971
NCT30,OUT046,1458.93425
FDK15,OUT017,2144.57509
FDH44,OUT018,2140.2473899999995
FDV01,OUT013,1966.1074
DRG03,OUT017,2530.6059300000006
FDG50,OUT027,3250.8683700000006
FDR16,OUT010,321.04876
FDZ60,OUT046,2218.31244
DRG03,OUT045,2951.0586300000004
FDS56,OUT018,2337.4906400000004
FDU33,OUT045,1247.7757799999997
DRD27,OUT035,1873.0951400000001
FDW22,OUT046,2577.8777299999997
DRA24,OUT045,1539.2297300000002
FDF38,OUT049,2289.55304
FDX48,OUT013,2034.7513800000002
FDS58,OUT018,2052.76127
FDC32,OUT046,1488.32932
NCQ29,OUT045,3491.0890100000006
DRK39,OUT018,2036.6821999999997
NCS38,OUT017,1787.40668
DRO47,OUT013,2696.8561899999995
DRG27,OUT027,3709.6045700000004
FDC57,OUT027,4874.55483
FDS55,OUT046,2766.3990000000003
NCJ06,OUT018,1489.0616999999997
FDO01,OUT019,302.63939
NCM55,OUT045,2766.09939
FDC52,OUT049,2437.5936699999997
FDQ15,OUT045,1579.97669
NCT30,OUT027,1843.00098
NCR42,OUT027,1685.00664
FDD28,OUT035,1658.00845
FDQ34,OUT049,2549.61452
FDZ12,OUT027,2953.4888
DRE13,OUT019,216.385
NCN07,OUT019,327.67347
FDM28,OUT035,2236.92155
FDI10,OUT017,2488.12789
FDQ25,OUT013,1966.1073999999996
FDA38,OUT010,353.80612
DRI13,OUT049,2615.8949099999995
FDY20,OUT027,2813.40448
NCZ53,OUT035,2988.8094900000006
NCM31,OUT013,2322.87633
DRB01,OUT017,2908.2144
DRF37,OUT046,2318.1491499999997
NCF42,OUT049,2972.73042
FDF16,OUT018,2133.62268
FDB41,OUT013,2294.47996
FDR34,OUT013,2974.42821
FDR15,OUT018,2410.2625800000005
NCV42,OUT019,290.58841000000007
FDW51,OUT035,2784.07599
FDU36,OUT017,1377.73994
FDX60,OUT049,1989.9763299999995
FDY03,OUT035,2449.84439
FDW55,OUT045,4234.488
FDT01,OUT010,494.15675999999996
FDG58,OUT013,2441.02254
FDK21,OUT017,4357.594419999999
NCS41,OUT019,400.57857
FDS10,OUT045,3141.07795
NCT53,OUT046,2397.31277
FDJ28,OUT018,2874.05886
FDX44,OUT045,1244.57994
FDT20,OUT018,1055.3928700000001
FDO44,OUT017,1847.76145
NCX17,OUT049,2605.24211
FDY01,OUT017,2105.65908
FDJ12,OUT027,3930.01766
DRK35,OUT018,2204.5303799999997
FDD47,OUT019,395.18558999999993
NCM53,OUT035,2241.0828
FDO45,OUT013,1916.70504
NCM42,OUT010,335.69636
FDE04,OUT046,2112.74985
NCI30,OUT027,5730.97337
FDZ19,OUT013,2864.6377899999998
FDW57,OUT013,2524.21425
FDA25,OUT013,1966.1074
FDT22,OUT046,1621.02326
FDP51,OUT013,2436.0623299999997
FDD48,OUT027,2600.68138
FDY39,OUT035,2695.02524
FDO48,OUT010,363.75982999999997
FDD23,OUT027,4070.2351399999993
DRN35,OUT027,2515.22595
FDT01,OUT035,2673.7196400000003
FDC20,OUT010,202.73610000000002
DRJ35,OUT035,2131.6585700000005
FDB32,OUT046,1551.5803200000003
FDL24,OUT046,2577.8444400000003
NCV42,OUT035,2161.98576
FDZ46,OUT046,2239.3517199999997
FDC15,OUT013,2459.66494
FDD08,OUT019,199.47368000000003
FDY50,OUT049,2021.33551
FDD36,OUT013,1777.7192899999998
FDG57,OUT027,1866.77004
FDL21,OUT018,1576.5145300000001
FDN16,OUT027,3087.78066
FDJ09,OUT027,1699.32134
FDS01,OUT010,304.00428
FDV33,OUT017,3800.1200799999992
DRE12,OUT017,1781.08158
FDR07,OUT013,1795.4961499999997
FDP48,OUT010,311.32808
NCB55,OUT035,1758.3445100000001
FDQ08,OUT013,1875.4254400000002
FDR34,OUT035,3103.9595999999997
FDO33,OUT046,1986.4808799999998
FDP13,OUT045,1308.2637100000002
FDX12,OUT049,2915.63807
NCT06,OUT049,2788.30382
FDR16,OUT019,353.90599000000003
FDE36,OUT046,2738.16908
FDZ36,OUT049,2392.41914
FDV13,OUT045,1563.3982700000001
NCZ17,OUT035,1936.9453600000002
FDU56,OUT045,2950.05993
FDM09,OUT035,2916.204
FDV02,OUT017,2598.91701
FDS34,OUT018,1807.3473900000001
FDA11,OUT049,1973.6309399999998
FDP09,OUT017,3343.91392
FDB29,OUT027,3087.7806600000004
FDT19,OUT017,2989.17568
DRH15,OUT017,1129.76273
FDY38,OUT046,2242.84717
FDF14,OUT027,4056.4530800000007
FDN48,OUT010,306.76734999999996
FDQ12,OUT013,2551.6452099999997
NCJ43,OUT045,2593.7903499999998
FDE17,OUT019,333.59909
FDB05,OUT035,2407.99886
FDH10,OUT045,3431.5331999999994
NCR06,OUT017,1129.59628
FDU32,OUT018,1748.7237
FDD56,OUT049,2926.45732
FDO36,OUT018,1582.97279
FDH16,OUT010,355.50391
FDX10,OUT018,1846.5963
FDZ37,OUT017,1582.3735700000002
FDU31,OUT010,306.7007699999999
DRC49,OUT049,2153.76313
FDL15,OUT045,2134.32177
FDN32,OUT019,341.78843
DRH59,OUT027,2797.1589599999998
NCU29,OUT049,2367.7845399999997
FDR37,OUT019,390.92447000000004
FDS14,OUT018,2460.69693
FDU02,OUT027,4892.8643299999985
FDJ08,OUT035,2765.89965
NCZ06,OUT045,3314.8517500000003
FDO31,OUT049,2512.12998
FDH31,OUT018,2069.5727199999997
FDS58,OUT017,2594.9555
NCA53,OUT027,2706.6434500000005
FDF50,OUT046,2385.4615299999996
NCW42,OUT049,3431.06714
NCQ17,OUT045,2280.3650000000002
FDK51,OUT018,2518.22205
NCW41,OUT010,340.2238
NCR29,OUT017,1347.67907
FDB08,OUT019,341.78843
FDA40,OUT027,3087.78066
FDL14,OUT018,1973.7641000000003
FDB47,OUT046,2603.84393
FDO03,OUT035,3059.3509999999997
DRK13,OUT019,329.37126
FDX13,OUT010,382.90158
FDF52,OUT046,2687.9677600000005
FDT11,OUT013,2619.9562899999996
FDB08,OUT013,2869.39826
FDQ28,OUT018,1866.20411
FDD29,OUT045,3647.0193700000004
NCQ29,OUT027,4097.39978
NCO02,OUT013,1628.8797
FDR56,OUT010,280.00219000000004
NCM54,OUT049,2586.76616
FDP51,OUT035,2592.49204
FDT38,OUT013,1808.2462200000002
FDZ20,OUT018,2787.8377599999994
FDJ53,OUT013,1865.5050199999998
FDX13,OUT049,2294.28022
FDP58,OUT035,4110.08327
NCK31,OUT019,207.26353999999998
FDA35,OUT018,2256.5626500000003
FDV37,OUT018,2264.4856700000005
NCO07,OUT027,4343.412879999999
FDA20,OUT045,2508.76769
FDZ59,OUT035,2201.56757
NCY17,OUT017,1284.06188
FDQ28,OUT035,2722.4561999999996
FDV35,OUT017,2338.0232800000003
FDQ36,OUT013,1712.5041800000004
FDD34,OUT018,2517.9890199999995
FDK51,OUT045,3392.18442
FDV31,OUT035,2675.7170399999995
FDR04,OUT035,2068.1079600000003
FDR14,OUT049,1655.1455100000003
DRC36,OUT010,438.42929999999996
FDE39,OUT019,334.53121000000004
FDP57,OUT049,2432.93307
FDE57,OUT046,2566.659
NCN18,OUT046,2000.0631999999998
NCQ05,OUT018,1806.9811999999997
FDW47,OUT035,2123.6356800000003
FDV46,OUT035,3059.0181000000002
NCP29,OUT045,1323.2442099999998
FDE09,OUT018,1611.1694200000002
NCU06,OUT027,5730.97337
FDT19,OUT010,244.24872999999997
DRF15,OUT017,2421.1817
DRI51,OUT013,2639.26449
NCX54,OUT013,1698.2893499999998
DRE01,OUT013,3135.1190400000005
NCB07,OUT045,3409.52851
FDU50,OUT035,2615.5953
FDG40,OUT035,1443.75401
FDW10,OUT018,2447.4142199999997
FDX51,OUT013,2477.5749600000004
NCP17,OUT045,1489.9938200000001
FDP21,OUT035,2982.7507099999993
FDL04,OUT045,1302.20493
FDV23,OUT013,2188.8840800000003
FDF24,OUT046,2152.16521
FDH56,OUT027,3243.9440500000005
FDB51,OUT049,1754.3164200000003
FDI58,OUT027,2620.9217
FDR20,OUT013,1849.9253
FDC51,OUT018,2051.13006
FDB16,OUT027,3709.6045700000004
FDE40,OUT049,2476.4763900000003
NCM17,OUT035,2117.4104500000003
FDU56,OUT035,2995.60065
FDS32,OUT019,332.80012999999997
FDX02,OUT049,3100.9635000000003
FDT39,OUT027,4129.857529999999
FDE35,OUT017,2126.06585
NCI42,OUT019,380.5047
DRL23,OUT046,2067.5087399999998
FDA10,OUT046,2363.5567100000003
FDA11,OUT013,1755.28183
NCM06,OUT046,2183.9904500000002
NCT05,OUT035,3169.6074799999997
NCQ02,OUT010,496.52034999999995
NCY06,OUT049,2720.7917000000007
FDY56,OUT035,3110.18483
FDL02,OUT035,2316.1184599999997
NCI06,OUT035,2874.8911099999996
FDQ14,OUT045,2302.9689099999996
FDQ12,OUT017,2758.2762399999997
FDP36,OUT046,2152.16521
FDK21,OUT027,5336.054099999999
FDO40,OUT045,2189.21698
NCK54,OUT019,311.5944
FDY09,OUT018,2293.0817799999995
NCW30,OUT049,3569.1540599999994
NCC55,OUT027,1951.7927000000004
FDE58,OUT018,1942.6379499999998
FDR39,OUT013,2776.88535
FDU28,OUT049,2324.94031
FDH08,OUT017,2789.3358100000005
FDG35,OUT045,2554.0753799999998
FDG22,OUT049,1650.71794
FDC34,OUT035,2681.80911
FDP15,OUT018,2386.5268100000003
FDK34,OUT010,499.94921999999997
FDU45,OUT035,1920.79971
FDQ04,OUT027,1557.9054199999996
FDX22,OUT018,2736.67103
FDB45,OUT017,1906.8511999999996
NCH43,OUT027,5730.97337
DRE60,OUT046,2368.4170499999996
FDD17,OUT027,4731.44112
NCM54,OUT017,2135.6200799999997
NCH55,OUT013,2214.4507999999996
NCT06,OUT017,3045.76868
FDA48,OUT027,3086.01629
FDY58,OUT027,5357.759179999999
FDO25,OUT045,2517.19006
FDN50,OUT045,1645.65786
FDH35,OUT035,3492.02113
FDK09,OUT045,3830.54714
FDO16,OUT013,2295.3455
FDW11,OUT045,1534.2695200000003
FDU47,OUT027,3550.64482
NCQ42,OUT010,319.35097
FDK55,OUT027,3976.9898499999995
FDN08,OUT049,2497.61554
FDT57,OUT045,3891.13494
FDJ12,OUT018,2256.5626500000008
DRL59,OUT017,1224.37291
NCN53,OUT046,1989.9763300000002
FDO51,OUT010,343.91899
FDK56,OUT017,3055.88884
FDY12,OUT035,1723.4565900000002
FDU15,OUT035,2365.2545
FDQ19,OUT046,3381.9310999999993
DRF15,OUT045,2514.16067
DRE25,OUT019,218.74859
FDK57,OUT018,1832.3814699999998
FDD33,OUT010,315.2563
FDR34,OUT027,4630.83874
FDU04,OUT045,1509.6016300000001
FDE35,OUT019,217.48356999999996
NCD31,OUT035,3214.6488500000005
FDJ56,OUT035,1892.70295
NCU53,OUT046,2397.31277
FDD39,OUT035,3345.91132
NCU17,OUT019,388.66075
FDJ20,OUT046,2290.1189699999995
NCW41,OUT018,1719.1954700000001
FDL52,OUT035,1764.6030299999995
FDS39,OUT035,2355.13434
DRJ47,OUT045,2350.04097
FDP13,OUT010,173.108
DRK39,OUT010,349.71145000000007
FDF28,OUT010,287.99179000000004
FDB09,OUT045,2345.97959
FDM51,OUT046,2389.0901400000007
DRM49,OUT018,1223.1744700000002
DRF23,OUT013,2659.50481
DRH01,OUT035,2345.9463000000005
FDH12,OUT027,2677.6145700000006
FDA28,OUT019,263.45706000000007
FDW37,OUT018,1847.06236
FDF02,OUT046,2015.4431799999998
DRL37,OUT046,1770.6285199999998
NCF43,OUT046,2091.6439899999996
FDH08,OUT010,321.24850000000004
FDR34,OUT019,312.59309999999994
NCK19,OUT049,2911.24379
NCD55,OUT018,1038.2152299999998
FDT27,OUT049,2440.78951
FDQ57,OUT045,2344.7145699999996
FDA47,OUT035,2201.56757
DRG15,OUT027,3709.6045700000004
FDE05,OUT018,1744.9286399999996
FDN46,OUT046,1922.29776
FDX27,OUT027,3628.9428999999996
FDT51,OUT045,1967.93835
FDU33,OUT013,1878.4881199999995
FDJ16,OUT027,2407.0667399999998
FDD20,OUT019,333.56579999999997
FDT36,OUT049,1884.6467699999998
DRF15,OUT027,4445.94608
FDN52,OUT010,275.87423
FDC22,OUT027,4462.2248899999995
FDX15,OUT045,2338.48934
FDT13,OUT013,2484.29954
FDU04,OUT017,1734.2425500000002
FDU31,OUT019,332.80012999999997
FDW59,OUT027,3416.2198000000003
NCO29,OUT046,2520.7188
FDL15,OUT035,2750.31993
FDI41,OUT049,2242.1813699999993
FDQ48,OUT049,2064.24632
DRI39,OUT013,1558.93741
FDI08,OUT013,3267.8129799999997
FDC21,OUT049,2250.80348
FDF58,OUT035,2105.9586899999995
FDS08,OUT010,321.24850000000004
FDE47,OUT045,2507.8355699999997
NCP18,OUT019,308.53172000000006
NCR41,OUT013,1598.05316
FDA27,OUT013,2787.5381500000003
FDA43,OUT035,2772.7573899999998
FDA49,OUT045,1658.37464
NCE55,OUT018,2323.642
DRM49,OUT027,1934.8148
FDF22,OUT027,5343.9771200000005
FDQ15,OUT018,2147.4713199999997
NCS54,OUT017,3288.35291
NCY05,OUT013,1163.1526
FDR45,OUT046,2810.2752200000004
FDK57,OUT049,2749.8871599999998
FDF41,OUT010,382.43552000000005
FDV21,OUT046,2294.71299
FDD51,OUT046,1115.4813199999999
FDF33,OUT046,1866.67017
FDA38,OUT046,2435.56298
FDR56,OUT045,3184.9874600000003
NCN41,OUT017,2115.9124
FDC60,OUT027,3930.0176600000004
FDB47,OUT045,3842.6314099999995
DRH01,OUT013,2997.96424
FDW08,OUT046,1878.9874699999996
FDF38,OUT027,2970.03393
FDY32,OUT017,2922.62897
FDG34,OUT049,1849.3593700000001
FDG47,OUT019,543.2262199999999
NCF18,OUT035,3015.14188
FDL39,OUT019,484.93543
NCH55,OUT035,2777.5511500000002
DRJ35,OUT049,2077.09626
FDS44,OUT035,3161.8842
DRE01,OUT018,2779.81487
FDY39,OUT013,2256.3962
FDY32,OUT018,2467.32164
